WEATHER_TIME,CITY_ID,CITY_NAME,COUNTRY,CITY_LATITUDE,CITY_LONGITUDE,CLOUDS,HUMIDITY,MIN_TEMP,MAX_TEMP,WEATHER,WEATHER_DESC,WIND_DEG,WIND_SPEED
2016-11-20T02:01:28.000Z,5128581,New York,US,40.714272,40.714272,90,87,282.15,286.15,Rain,light rain,0,1.5
2016-11-20T06:59:15.000Z,5128581,New York,US,40.714272,40.714272,90,93,273.15,278.15,Rain,heavy intensity rain,280,4.6
2016-09-02T23:29:46.000Z,5128581,New York,US,40.714272,40.714272,75,41,294.15,300.15,Clouds,broken clouds,20,6.2
2016-09-05T02:29:12.000Z,5128581,New York,US,40.714272,40.714272,20,64,287.59,297.15,Clouds,few clouds,120,1.5
2016-09-08T20:31:35.000Z,5128581,New York,US,40.714272,40.714272,20,55,299.15,307.15,Clouds,few clouds,0,3.1
2016-09-15T04:23:58.000Z,5128581,New York,US,40.714272,40.714272,40,68,290.15,297.59,Clouds,scattered clouds,10,2.6
2016-09-14T11:26:22.000Z,5128581,New York,US,40.714272,40.714272,5,93,288.15,295.15,Rain,light rain,170,2.1
2016-09-14T04:23:47.000Z,5128581,New York,US,40.714272,40.714272,1,77,292.04,296.15,Clear,sky is clear,210,1.5
2016-09-13T08:10:18.000Z,5128581,New York,US,40.714272,40.714272,1,82,283.15,294.15,Mist,mist,229.506,2.51
2016-09-17T19:03:39.000Z,5128581,New York,US,40.714272,40.714272,40,60,295.37,299.26,Clouds,scattered clouds,120,4.6
2016-08-08T16:03:47.000Z,5128581,New York,US,40.714272,40.714272,0,46,298.71,303.71,Clear,Sky is Clear,47.0033,1.41
2016-08-13T14:30:57.000Z,5128581,New York,US,40.714272,40.714272,48,66,303.15,305.93,Clouds,scattered clouds,206.006,2.26
2016-08-08T06:23:46.000Z,5128581,New York,US,40.714272,40.714272,56,48,292.04,299.25,Clouds,broken clouds,344.002,2.06
2016-08-09T06:03:32.000Z,5128581,New York,US,40.714272,40.714272,0,66,288.15,298.15,Clear,Sky is Clear,57.0007,1.22
2016-08-10T02:03:19.000Z,5128581,New York,US,40.714272,40.714272,0,63,297.331,297.331,Clear,Sky is Clear,196.009,3.35
2016-11-22T11:23:44.000Z,5128581,New York,US,40.714272,40.714272,90,47,274.15,277.15,Snow,light snow,320,5.1
2016-11-27T06:58:48.000Z,5128581,New York,US,40.714272,40.714272,1,100,270.15,280.15,Mist,mist,312.503,3.46
2016-11-27T11:30:46.000Z,5128581,New York,US,40.714272,40.714272,1,100,271.15,277.15,Mist,mist,310.502,4.09
2016-12-03T03:01:32.000Z,5128581,New York,US,40.714272,40.714272,75,60,278.15,282.15,Clouds,broken clouds,270,3.6
2016-12-12T20:42:02.000Z,5128581,New York,US,40.714272,40.714272,90,75,276.15,281.15,Haze,haze,310,5.1
2016-11-26T11:37:39.000Z,5128581,New York,US,40.714272,40.714272,1,81,274.15,282.15,Mist,mist,320,1.5
2016-11-26T16:07:02.000Z,5128581,New York,US,40.714272,40.714272,90,61,279.15,282.15,Clouds,overcast clouds,30,3.6
2017-01-19T23:43:00.000Z,5128581,New York,US,40.714272,40.714272,90,92,277.15,280.15,Rain,light rain,320,2.6
2017-02-20T05:06:27.000Z,5128581,New York,US,40.714272,40.714272,0,92,276.684,276.684,Clear,Sky is Clear,319.506,3.46
2017-02-26T13:51:13.000Z,5128581,New York,US,40.714272,40.714272,75,47,274.15,277.15,Clouds,broken clouds,300,5.7
2017-02-26T17:54:33.000Z,5128581,New York,US,40.714272,40.714272,75,35,275.15,279.15,Clouds,broken clouds,320,6.2
2017-03-18T01:09:51.000Z,5128581,New York,US,40.714272,40.714272,1,35,273.15,280.15,Clear,sky is clear,236.001,3.51
2017-03-18T02:03:13.000Z,5128581,New York,US,40.714272,40.714272,1,38,271.15,279.15,Clear,sky is clear,251.502,3.85
2017-03-27T17:02:28.000Z,5128581,New York,US,40.714272,40.714272,90,81,278.15,282.15,Mist,mist,50,1.5
2017-03-27T19:02:33.000Z,5128581,New York,US,40.714272,40.714272,90,81,279.15,285.15,Mist,mist,70,3.6
2017-03-29T15:03:59.000Z,5128581,New York,US,40.714272,40.714272,75,61,280.15,283.15,Clouds,broken clouds,330,4.1
2017-03-29T16:07:36.000Z,5128581,New York,US,40.714272,40.714272,40,50,282.15,285.15,Rain,light rain,340,6.7
2017-04-05T20:11:19.000Z,5128581,New York,US,40.714272,40.714272,75,51,286.15,289.15,Clouds,broken clouds,70,3.1
2017-04-05T21:03:15.000Z,5128581,New York,US,40.714272,40.714272,40,48,286.15,290.15,Clouds,scattered clouds,110,3.6
2017-03-23T08:03:09.000Z,5128581,New York,US,40.714272,40.714272,1,45,265.15,270.15,Clear,sky is clear,329.501,3.97
2017-03-23T10:03:28.000Z,5128581,New York,US,40.714272,40.714272,1,49,263.15,270.15,Clear,sky is clear,320,4.1
2017-04-11T02:09:56.000Z,5128581,New York,US,40.714272,40.714272,75,37,286.15,297.15,Clouds,broken clouds,230,3.1
2017-04-11T03:05:11.000Z,5128581,New York,US,40.714272,40.714272,1,40,285.15,296.15,Clear,sky is clear,230,2.1
2017-05-01T20:03:05.000Z,5128581,New York,US,40.714272,40.714272,40,67,290.15,300.15,Clouds,scattered clouds,50,5.7
2017-05-01T22:02:40.000Z,5128581,New York,US,40.714272,40.714272,40,72,290.15,300.15,Clouds,scattered clouds,50,5.7
2017-04-26T08:10:37.000Z,5128581,New York,US,40.714272,40.714272,90,100,283.15,286.15,Drizzle,light intensity drizzle,10,6.2
2017-04-26T09:03:24.000Z,5128581,New York,US,40.714272,40.714272,90,100,283.15,286.15,Rain,moderate rain,20,5.7
2017-05-05T14:10:01.000Z,5128581,New York,US,40.714272,40.714272,90,87,282.15,287.15,Rain,moderate rain,120,6.2
2017-05-05T15:08:57.000Z,5128581,New York,US,40.714272,40.714272,90,87,283.15,286.15,Rain,heavy intensity rain,130,9.3
2017-05-09T05:03:21.000Z,5128581,New York,US,40.714272,40.714272,75,53,279.15,286.15,Clouds,broken clouds,310,3.1
2017-05-09T06:08:07.000Z,5128581,New York,US,40.714272,40.714272,90,53,279.15,285.15,Clouds,overcast clouds,10,2.6
2017-05-22T06:02:33.000Z,5128581,New York,US,40.714272,40.714272,90,67,285.15,289.15,Rain,light rain,180,2.1
2017-05-22T07:06:32.000Z,5128581,New York,US,40.714272,40.714272,90,67,285.15,288.15,Rain,moderate rain,160,2.1
2017-05-12T05:04:00.000Z,5128581,New York,US,40.714272,40.714272,1,71,278.15,285.15,Clear,sky is clear,138.5,1.76
2017-05-12T06:09:09.000Z,5128581,New York,US,40.714272,40.714272,1,76,278.15,285.15,Clear,sky is clear,138.5,1.76
2017-05-29T09:06:25.000Z,5128581,New York,US,40.714272,40.714272,90,87,286.15,288.15,Rain,light rain,100,4.1
2017-05-29T10:02:32.000Z,5128581,New York,US,40.714272,40.714272,90,87,286.15,287.15,Rain,moderate rain,90,5.1
2017-06-02T02:02:37.000Z,5128581,New York,US,40.714272,40.714272,1,35,288.15,297.15,Clear,sky is clear,260,2.1
2017-06-02T03:06:32.000Z,5128581,New York,US,40.714272,40.714272,1,37,287.15,297.15,Clear,sky is clear,260,2.6
2017-06-07T04:05:53.000Z,5128581,New York,US,40.714272,40.714272,90,76,283.15,285.15,Rain,light rain,70,3.1
2017-06-07T05:02:59.000Z,5128581,New York,US,40.714272,40.714272,90,71,283.15,285.15,Clouds,overcast clouds,39.5005,3.66
2017-06-16T04:05:59.000Z,5128581,New York,US,40.714272,40.714272,1,77,288.15,292.15,Clear,sky is clear,129.501,3.41
2017-06-16T05:02:44.000Z,5128581,New York,US,40.714272,40.714272,75,72,287.15,292.15,Clouds,broken clouds,130,3.6
2017-06-18T12:03:30.000Z,5128581,New York,US,40.714272,40.714272,90,100,294.15,296.15,Mist,mist,188.501,2.61
2017-06-18T13:05:22.000Z,5128581,New York,US,40.714272,40.714272,90,94,295.15,297.15,Mist,mist,188.501,2.61
2017-06-28T03:07:32.000Z,5128581,New York,US,40.714272,40.714272,1,52,287.15,296.15,Clear,sky is clear,29.0063,1.22
2017-06-28T04:03:15.000Z,5128581,New York,US,40.714272,40.714272,1,63,286.15,294.15,Mist,mist,29.0063,1.22
2017-06-30T09:06:43.000Z,5128581,New York,US,40.714272,40.714272,1,64,293.15,297.15,Clear,sky is clear,260,2.1
2017-06-30T10:02:46.000Z,5128581,New York,US,40.714272,40.714272,75,64,292.15,297.15,Clouds,broken clouds,216.503,4.32
2017-06-28T09:06:19.000Z,5128581,New York,US,40.714272,40.714272,1,72,282.15,291.15,Clear,sky is clear,301.517,2.71
2017-06-28T10:08:00.000Z,5128581,New York,US,40.714272,40.714272,1,76,282.15,291.15,Clear,sky is clear,301.517,2.71
2017-07-06T08:06:18.000Z,5128581,New York,US,40.714272,40.714272,1,83,290.15,295.15,Clear,sky is clear,102.503,2.14
2017-07-06T09:03:11.000Z,5128581,New York,US,40.714272,40.714272,1,83,290.15,295.15,Clear,sky is clear,102.503,2.14
2017-07-02T05:03:13.000Z,5128581,New York,US,40.714272,40.714272,75,94,293.15,296.15,Mist,mist,240,5.1
2017-07-02T06:06:51.000Z,5128581,New York,US,40.714272,40.714272,90,94,294.15,296.15,Mist,mist,241.502,2.3
2017-07-04T17:03:04.000Z,5128581,New York,US,40.714272,40.714272,1,37,299.15,301.15,Clear,sky is clear,244.502,1.31
2017-07-04T18:07:02.000Z,5128581,New York,US,40.714272,40.714272,40,48,300.15,301.15,Clouds,scattered clouds,90,2.6
2017-07-30T22:06:16.000Z,5128581,New York,US,40.714272,40.714272,1,36,297.15,301.15,Clear,sky is clear,0,1.5
2017-07-30T23:02:25.000Z,5128581,New York,US,40.714272,40.714272,1,39,297.15,301.15,Clear,sky is clear,0,1.5
2017-08-04T15:06:43.000Z,5128581,New York,US,40.714272,40.714272,20,88,298.15,301.15,Clouds,few clouds,142.5,1.91
2017-08-04T16:02:31.000Z,5128581,New York,US,40.714272,40.714272,1,78,300.15,301.15,Clear,sky is clear,180,3.1
2017-07-23T12:05:03.000Z,5128581,New York,US,40.714272,40.714272,90,94,294.15,297.15,Mist,mist,56.5027,2.56
2017-07-23T13:03:57.000Z,5128581,New York,US,40.714272,40.714272,90,94,295.15,297.15,Mist,mist,56.5027,2.56
2017-08-18T20:03:23.000Z,5128581,New York,US,40.714272,40.714272,90,78,299.15,302.15,Rain,light rain,180,1.5
2017-08-18T21:06:15.000Z,5128581,New York,US,40.714272,40.714272,75,88,299.15,302.15,Mist,mist,0,2.6
2017-08-09T00:06:31.000Z,5128581,New York,US,40.714272,40.714272,1,56,293.15,299.15,Clear,sky is clear,0,1.5
2017-08-09T01:02:27.000Z,5128581,New York,US,40.714272,40.714272,1,56,291.15,298.15,Clear,sky is clear,307.003,2.71
2017-08-30T13:03:09.000Z,5128581,New York,US,40.714272,40.714272,1,72,290.15,292.15,Clear,sky is clear,0,2.1
2017-08-30T14:07:06.000Z,5128581,New York,US,40.714272,40.714272,1,63,291.15,294.15,Clear,sky is clear,30,3.6
2017-09-09T02:06:33.000Z,5128581,New York,US,40.714272,40.714272,20,55,284.15,292.15,Clouds,few clouds,0,3.1
2017-09-09T03:02:54.000Z,5128581,New York,US,40.714272,40.714272,1,59,284.15,291.15,Clear,sky is clear,0,2.1
2017-09-10T13:03:10.000Z,5128581,New York,US,40.714272,40.714272,1,63,288.15,291.15,Clear,sky is clear,360,4.6
2017-09-10T14:06:45.000Z,5128581,New York,US,40.714272,40.714272,1,63,290.15,292.15,Clear,sky is clear,0,3.1
2017-09-20T19:02:51.000Z,5128581,New York,US,40.714272,40.714272,20,61,299.15,300.15,Clouds,few clouds,0,2.1
2017-09-20T20:06:14.000Z,5128581,New York,US,40.714272,40.714272,40,61,299.15,300.15,Clouds,scattered clouds,50,4.1
2017-09-29T17:02:46.000Z,5128581,New York,US,40.714272,40.714272,75,45,290.15,292.15,Clouds,broken clouds,292.504,1.66
2017-09-29T18:05:15.000Z,5128581,New York,US,40.714272,40.714272,90,45,290.15,292.15,Clouds,overcast clouds,292.504,1.66
2017-10-09T06:05:29.000Z,5128581,New York,US,40.714272,40.714272,75,88,294.15,297.15,Rain,light rain,0,1.5
2017-10-09T07:06:12.000Z,5128581,New York,US,40.714272,40.714272,1,88,294.15,297.15,Drizzle,drizzle,202.006,2.21
2017-10-04T20:02:53.000Z,5128581,New York,US,40.714272,40.714272,1,53,294.15,299.15,Clear,sky is clear,217.506,4.31
2017-10-04T21:05:17.000Z,5128581,New York,US,40.714272,40.714272,1,50,294.15,299.15,Clear,sky is clear,0,2.1
2017-10-16T17:05:41.000Z,5128581,New York,US,40.714272,40.714272,1,54,286.15,288.15,Clear,sky is clear,0,2.1
2017-10-16T18:02:27.000Z,5128581,New York,US,40.714272,40.714272,1,54,286.15,288.15,Clear,sky is clear,335,4.81
2017-10-21T14:02:54.000Z,5128581,New York,US,40.714272,40.714272,1,36,286.15,293.15,Clear,sky is clear,225.502,1.17
2017-10-21T15:05:52.000Z,5128581,New York,US,40.714272,40.714272,1,37,291.15,295.15,Clear,sky is clear,0,1.5
2017-10-12T09:03:41.000Z,5128581,New York,US,40.714272,40.714272,90,87,286.15,289.15,Rain,moderate rain,90,3.6
2017-10-12T10:09:15.000Z,5128581,New York,US,40.714272,40.714272,90,77,286.15,289.15,Rain,light rain,100,7.2
2017-10-31T14:03:21.000Z,5128581,New York,US,40.714272,40.714272,1,61,279.15,284.15,Clear,sky is clear,0,2.1
2017-10-31T15:06:53.000Z,5128581,New York,US,40.714272,40.714272,1,37,283.15,286.15,Clear,sky is clear,0,2.6
2017-11-07T10:02:58.000Z,5128581,New York,US,40.714272,40.714272,1,70,274.15,280.15,Clear,sky is clear,0,2.1
2017-11-07T11:07:11.000Z,5128581,New York,US,40.714272,40.714272,1,100,274.15,280.15,Clear,sky is clear,0,2.1
2017-11-08T12:02:35.000Z,5128581,New York,US,40.714272,40.714272,90,80,275.15,279.15,Clouds,overcast clouds,28.0025,4.87
2017-11-08T13:06:43.000Z,5128581,New York,US,40.714272,40.714272,90,80,275.15,279.15,Clouds,overcast clouds,0,2.6
2017-11-27T18:03:23.000Z,5128581,New York,US,40.714272,40.714272,1,42,282.15,284.15,Clear,sky is clear,310,6.7
2017-11-27T19:06:32.000Z,5128581,New York,US,40.714272,40.714272,1,37,282.15,285.15,Clear,sky is clear,0,2.6
2017-11-06T15:02:10.000Z,5128581,New York,US,40.714272,40.714272,90,88,289.15,291.15,Drizzle,drizzle,0,2.6
2017-11-06T16:05:40.000Z,5128581,New York,US,40.714272,40.714272,75,82,290.15,291.15,Rain,light rain,0,2.6
2017-11-30T07:06:30.000Z,5128581,New York,US,40.714272,40.714272,1,52,270.15,279.15,Clear,sky is clear,40,3.6
2017-11-30T08:02:34.000Z,5128581,New York,US,40.714272,40.714272,1,55,269.15,278.15,Clear,sky is clear,0,2.6
2017-12-14T23:02:27.000Z,5128581,New York,US,40.714272,40.714272,1,45,269.15,271.15,Clear,sky is clear,320,3.6
2017-12-15T00:05:23.000Z,5128581,New York,US,40.714272,40.714272,1,42,267.15,271.15,Clear,sky is clear,0,2.1
2017-12-18T18:02:48.000Z,5128581,New York,US,40.714272,40.714272,90,75,275.15,283.15,Haze,haze,300,3.1
2017-12-18T19:05:46.000Z,5128581,New York,US,40.714272,40.714272,90,70,277.15,281.15,Haze,haze,250,1.5
2017-12-22T13:05:37.000Z,5128581,New York,US,40.714272,40.714272,90,51,273.15,276.15,Clouds,overcast clouds,0,3.1
2017-12-22T14:02:41.000Z,5128581,New York,US,40.714272,40.714272,90,51,273.15,277.15,Clouds,overcast clouds,50,3.1
2017-12-04T01:06:04.000Z,5128581,New York,US,40.714272,40.714272,90,75,272.15,281.15,Mist,mist,0,1.5
2017-12-04T02:06:45.000Z,5128581,New York,US,40.714272,40.714272,75,81,271.15,281.15,Mist,mist,30,1.5
2018-01-07T02:05:18.000Z,5128581,New York,US,40.714272,40.714272,1,39,258.15,261.15,Clear,sky is clear,310,5.7
2018-01-07T03:02:22.000Z,5128581,New York,US,40.714272,40.714272,1,42,258.15,260.15,Clear,sky is clear,300,6.2
2018-01-17T12:05:39.000Z,5128581,New York,US,40.714272,40.714272,90,100,273.15,275.15,Mist,mist,355.502,3.41
2018-01-17T13:02:36.000Z,5128581,New York,US,40.714272,40.714272,90,100,273.15,276.15,Mist,mist,355.502,3.41
2018-01-28T06:02:37.000Z,5128581,New York,US,40.714272,40.714272,90,62,281.15,286.15,Rain,light rain,0,3.1
2018-01-28T07:05:11.000Z,5128581,New York,US,40.714272,40.714272,90,71,280.15,286.15,Rain,light rain,260,3.1
2018-02-02T00:02:27.000Z,5128581,New York,US,40.714272,40.714272,90,52,276.15,280.15,Drizzle,light intensity drizzle,216.507,3.58
2018-02-02T01:05:40.000Z,5128581,New York,US,40.714272,40.714272,90,74,276.15,279.15,Rain,moderate rain,200,2.1
2018-02-20T21:02:37.000Z,5128581,New York,US,40.714272,40.714272,75,64,287.15,294.15,Clouds,broken clouds,200,5.1
2018-02-20T22:05:01.000Z,5128581,New York,US,40.714272,40.714272,1,63,286.15,296.15,Clear,sky is clear,0,2.6
2018-02-05T05:04:53.000Z,5128581,New York,US,40.714272,40.714272,90,93,275.15,281.15,Mist,mist,320,6.2
2018-02-05T06:05:16.000Z,5128581,New York,US,40.714272,40.714272,75,93,273.15,278.15,Mist,mist,330,3.6
2018-03-02T20:02:25.000Z,5128581,New York,US,40.714272,40.714272,90,93,274.15,277.15,Mist,mist,320,5.7
2018-03-02T21:05:16.000Z,5128581,New York,US,40.714272,40.714272,90,95,274.15,276.15,Mist,mist,310,5.1
2018-03-01T11:05:53.000Z,5128581,New York,US,40.714272,40.714272,1,57,275.15,284.15,Clear,sky is clear,246.511,0.95
2018-03-01T12:05:44.000Z,5128581,New York,US,40.714272,40.714272,1,57,275.15,284.15,Clear,sky is clear,246.511,0.95
2018-03-05T09:02:23.000Z,5128581,New York,US,40.714272,40.714272,90,59,271.15,275.15,Clouds,overcast clouds,0,2.1
2018-03-05T10:05:53.000Z,5128581,New York,US,40.714272,40.714272,90,59,271.15,275.15,Clouds,overcast clouds,0,2.6
2018-03-27T09:02:53.000Z,5128581,New York,US,40.714272,40.714272,1,51,269.15,275.15,Clear,sky is clear,100,2.1
2018-03-27T10:05:52.000Z,5128581,New York,US,40.714272,40.714272,1,51,268.15,275.15,Clear,sky is clear,60,2.1
2018-03-23T04:05:01.000Z,5128581,New York,US,40.714272,40.714272,1,48,276.15,279.15,Clear,sky is clear,350,4.6
2018-03-23T05:02:39.000Z,5128581,New York,US,40.714272,40.714272,1,47,275.15,278.15,Clear,sky is clear,340,4.6
2018-04-03T07:02:48.000Z,5128581,New York,US,40.714272,40.714272,1,69,271.15,277.15,Mist,mist,0,1.5
2018-04-03T09:03:01.000Z,5128581,New York,US,40.714272,40.714272,75,100,271.15,277.15,Mist,mist,270,1.5
2018-04-19T03:05:59.000Z,5128581,New York,US,40.714272,40.714272,40,49,277.15,283.15,Clouds,scattered clouds,220.003,1.56
2018-04-19T04:02:24.000Z,5128581,New York,US,40.714272,40.714272,90,49,278.15,284.15,Clouds,overcast clouds,0,1.5
2018-04-26T00:05:40.000Z,5128581,New York,US,40.714272,40.714272,90,93,285.15,289.15,Mist,mist,60,3.6
2018-04-26T01:02:41.000Z,5128581,New York,US,40.714272,40.714272,90,93,284.15,288.15,Mist,mist,60,3.6
2018-04-28T00:05:18.000Z,5128581,New York,US,40.714272,40.714272,90,93,283.15,285.15,Mist,mist,50,3.1
2018-05-06T06:05:29.000Z,5128581,New York,US,40.714272,40.714272,75,45,287.15,292.15,Clouds,broken clouds,240,1.5
2018-05-06T08:02:21.000Z,5128581,New York,US,40.714272,40.714272,75,59,287.15,291.15,Clouds,broken clouds,140,1.25
2018-05-11T14:02:31.000Z,5128581,New York,US,40.714272,40.714272,75,44,288.15,293.15,Clouds,broken clouds,360,4.6
2018-05-11T15:05:14.000Z,5128581,New York,US,40.714272,40.714272,40,38,289.15,292.15,Clouds,scattered clouds,340,3.6
2018-05-15T20:05:34.000Z,5128581,New York,US,40.714272,40.714272,1,48,296.15,309.15,Clear,sky is clear,0,2.1
2018-05-15T21:05:32.000Z,5128581,New York,US,40.714272,40.714272,1,51,293.15,305.15,Thunderstorm,proximity thunderstorm,240.501,4.86
2018-05-02T11:07:01.000Z,5128581,New York,US,40.714272,40.714272,20,71,282.15,292.15,Clouds,few clouds,237.002,2.77
2018-05-02T12:02:50.000Z,5128581,New York,US,40.714272,40.714272,1,34,282.15,292.15,Clear,sky is clear,280,2.6
2018-05-17T21:05:19.000Z,5128581,New York,US,40.714272,40.714272,1,77,291.15,295.15,Mist,mist,260,1.5
2018-05-17T22:02:56.000Z,5128581,New York,US,40.714272,40.714272,1,73,291.15,296.15,Mist,mist,212.511,1.31
2018-05-24T10:06:19.000Z,5128581,New York,US,40.714272,40.714272,1,63,284.15,292.15,Clear,sky is clear,310.502,3.41
2018-05-24T11:07:37.000Z,5128581,New York,US,40.714272,40.714272,5,72,284.15,292.15,Clear,sky is clear,323.503,2.78
2018-06-02T16:05:22.000Z,5128581,New York,US,40.714272,40.714272,1,62,300.15,303.15,Clear,sky is clear,1.00381,2.36
2018-06-02T17:06:34.000Z,5128581,New York,US,40.714272,40.714272,1,62,301.15,303.15,Clear,sky is clear,0,2.6
2018-06-04T22:03:30.000Z,5128581,New York,US,40.714272,40.714272,20,56,291.15,295.15,Clouds,few clouds,0,1.5
2018-06-04T23:05:12.000Z,5128581,New York,US,40.714272,40.714272,75,60,290.15,295.15,Clouds,broken clouds,247.001,1.16
2018-06-09T07:07:19.000Z,5128581,New York,US,40.714272,40.714272,1,73,289.15,296.15,Clear,sky is clear,290,2.6
2018-06-09T08:02:55.000Z,5128581,New York,US,40.714272,40.714272,1,73,288.15,295.15,Mist,mist,340,2.1
2018-06-19T12:08:33.000Z,5128581,New York,US,40.714272,40.714272,40,78,297.15,300.15,Mist,mist,310,2.6
2018-06-19T13:03:42.000Z,5128581,New York,US,40.714272,40.714272,40,74,299.15,300.15,Clouds,scattered clouds,360,6.2
2018-06-27T21:06:41.000Z,5128581,New York,US,40.714272,40.714272,90,60,295.15,297.15,Clouds,overcast clouds,180,4.1
2018-06-27T22:02:28.000Z,5128581,New York,US,40.714272,40.714272,90,60,294.15,296.15,Clouds,overcast clouds,180,3.6
2018-06-28T15:07:07.000Z,5128581,New York,US,40.714272,40.714272,75,74,294.15,300.15,Mist,mist,220,4.1
2018-06-28T16:07:55.000Z,5128581,New York,US,40.714272,40.714272,40,78,296.15,300.15,Clouds,scattered clouds,0,1.5
2018-07-04T09:03:37.000Z,5128581,New York,US,40.714272,40.714272,1,83,295.15,299.15,Mist,mist,290,1.5
2018-07-04T10:07:57.000Z,5128581,New York,US,40.714272,40.714272,1,88,295.15,298.15,Mist,mist,198.5,1.61
2018-07-09T10:08:32.000Z,5128581,New York,US,40.714272,40.714272,1,60,285.15,294.15,Clear,sky is clear,0,1.5
2018-07-09T11:03:12.000Z,5128581,New York,US,40.714272,40.714272,1,60,287.15,295.15,Clear,sky is clear,236.001,1.81
2018-07-20T04:02:47.000Z,5128581,New York,US,40.714272,40.714272,1,60,289.15,296.15,Clear,sky is clear,240,1.5
2018-07-20T04:02:47.000Z,5128581,New York,US,40.714272,40.714272,1,60,289.15,296.15,Clear,sky is clear,240,1.5
2018-07-20T09:03:16.000Z,5128581,New York,US,40.714272,40.714272,1,83,287.15,296.15,Clear,sky is clear,198.508,1.62
2018-07-20T09:03:16.000Z,5128581,New York,US,40.714272,40.714272,1,83,287.15,296.15,Clear,sky is clear,198.508,1.62
2018-07-21T20:07:37.000Z,5128581,New York,US,40.714272,40.714272,75,69,295.15,297.15,Clouds,broken clouds,60,4.1
2018-07-21T20:07:37.000Z,5128581,New York,US,40.714272,40.714272,75,69,295.15,297.15,Clouds,broken clouds,60,4.1
2018-07-26T07:09:28.000Z,5128581,New York,US,40.714272,40.714272,90,94,295.15,296.15,Rain,light rain,212.001,1.77
2018-07-26T08:02:56.000Z,5128581,New York,US,40.714272,40.714272,90,94,294.15,296.15,Rain,moderate rain,250,2.1
2018-08-01T09:05:41.000Z,5128581,New York,US,40.714272,40.714272,90,94,294.15,298.15,Rain,light rain,0,1.5
2018-08-01T10:09:59.000Z,5128581,New York,US,40.714272,40.714272,90,94,294.15,298.15,Rain,light rain,130,2.1
2018-07-29T10:22:46.000Z,5128581,New York,US,40.714272,40.714272,1,73,289.15,296.15,Clear,sky is clear,325.5,2.31
2018-07-29T10:22:46.000Z,5128581,New York,US,40.714272,40.714272,1,73,289.15,296.15,Clear,sky is clear,325.5,2.31
2018-08-06T22:05:26.000Z,5128581,New York,US,40.714272,40.714272,1,58,302.15,307.15,Clear,sky is clear,221.503,2.57
2018-08-06T22:05:26.000Z,5128581,New York,US,40.714272,40.714272,1,58,302.15,307.15,Clear,sky is clear,221.503,2.57
2018-07-25T15:03:01.000Z,5128581,New York,US,40.714272,40.714272,90,100,296.15,299.15,Mist,mist,167,5.66
2018-07-25T16:06:14.000Z,5128581,New York,US,40.714272,40.714272,90,94,296.15,300.15,Rain,moderate rain,0,2.6
2018-08-13T00:02:32.000Z,5128581,New York,US,40.714272,40.714272,40,74,297.15,299.15,Rain,light rain,0,2.1
2018-08-13T01:05:13.000Z,5128581,New York,US,40.714272,40.714272,40,83,296.15,299.15,Clouds,scattered clouds,0,2.1
2018-08-14T20:05:43.000Z,5128581,New York,US,40.714272,40.714272,90,94,295.15,302.15,Rain,heavy intensity rain,270,3.6
2018-08-14T21:02:42.000Z,5128581,New York,US,40.714272,40.714272,20,94,296.15,300.15,Thunderstorm,proximity thunderstorm,216.501,2.61
2018-08-20T12:06:44.000Z,5128581,New York,US,40.714272,40.714272,90,77,291.15,294.15,Clouds,overcast clouds,20,2.1
2018-08-20T12:06:44.000Z,5128581,New York,US,40.714272,40.714272,90,77,291.15,294.15,Clouds,overcast clouds,20,2.1
2018-08-23T04:02:39.000Z,5128581,New York,US,40.714272,40.714272,1,68,291.45,296.45,Clear,sky is clear,0,1.5
2018-08-23T05:02:38.000Z,5128581,New York,US,40.714272,40.714272,20,70,290.95,295.95,Clouds,few clouds,0,2.6
2018-08-26T13:03:11.000Z,5128581,New York,US,40.714272,40.714272,1,73,293.15,297.05,Clear,sky is clear,0,2.1
2018-08-26T14:07:09.000Z,5128581,New York,US,40.714272,40.714272,1,73,295.95,298.15,Clear,sky is clear,240,1.5
2018-08-27T11:02:41.000Z,5128581,New York,US,40.714272,40.714272,1,78,290.95,298.15,Fog,fog,290,1.5
2018-08-27T12:09:05.000Z,5128581,New York,US,40.714272,40.714272,75,71,292.15,298.75,Fog,fog,320,3.1
2018-08-24T19:02:24.000Z,5128581,New York,US,40.714272,40.714272,1,50,299.85,302.05,Clear,sky is clear,0,1.5
2018-08-24T20:05:38.000Z,5128581,New York,US,40.714272,40.714272,1,43,299.25,302.55,Clear,sky is clear,175.002,1.76
2018-09-04T07:02:34.000Z,5128581,New York,US,40.714272,40.714272,1,67,294.85,301.45,Mist,mist,270,2.1
2018-09-04T08:07:12.000Z,5128581,New York,US,40.714272,40.714272,1,66,294.85,300.95,Mist,mist,290,2.1
2018-09-09T07:02:43.000Z,5128581,New York,US,40.714272,40.714272,90,53,286.45,290.35,Rain,light rain,40,2.6
2018-09-09T07:02:43.000Z,5128581,New York,US,40.714272,40.714272,90,53,286.45,290.35,Rain,light rain,40,2.6
2018-09-13T14:02:44.000Z,5128581,New York,US,40.714272,40.714272,90,90,293.75,295.35,Mist,mist,61.5012,3.31
2018-09-13T14:02:44.000Z,5128581,New York,US,40.714272,40.714272,90,90,293.75,295.35,Mist,mist,61.5012,3.31
